COUNTRY,INDICATORs,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Cameroon,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",4797.975,4854.573,4882.956,4777.346,4793.555,4843.655,4870.564,4909.08,4966.558,5021.11
Burundi,"All Items, Consumer price index (CPI), End-of-period (EoP)",115.189,108.831,113.922,123.082,135.442,171.496,206.144,281.1,363.266,457.531
Cabo Verde,"All Items, Consumer price index (CPI), End-of-period (EoP)",99.353,100.35,102.293,101.42,106.871,114.969,116.5,118.248,120.613,123.025
Cabo Verde,"All Items, Consumer price index (CPI), Period average",98.741,100,101.106,101.718,103.614,111.831,115.987,117.147,118.905,121.283
"Equatorial Guinea, Republic of","All Items, Consumer price index (CPI), Period average",134.96,136.776,138.478,145.078,144.942,151.999,155.65,160.942,165.634,170.412
Benin,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3040.454,3150.581,3282.926,3317.86,3464.289,3588.335,3721.225,3891.222,4047.323,4197.165
Chad,"All Items, Consumer price index (CPI), End-of-period (EoP)",95.487,99.629,97.949,100.938,101.909,110.394,112.933,118.692,120.955,126.667
"Congo, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",99.616,100.51,101.9,102.5,104.031,107.372,113.424,120.581,124.681,128.67
"Congo, Republic of","All Items, Consumer price index (CPI), Period average",98.86,100,100.4,101.779,103.783,106.923,111.532,114.959,119.097,122.908
"Comoros, Union of the","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3379.549,3436.55,3432.191,3360.978,3363.698,3333.324,3356.841,3392.345,3443.615,3504.578
Central African Republic,"All Items, Consumer price index (CPI), End-of-period (EoP)",203.936,213.326,208.973,212.811,218.558,235.134,240.59,250.637,253.901,262.914
Chad,"All Items, Consumer price index (CPI), Period average",94.984,98.809,97.85,102.228,101.416,107.33,109.799,115.399,120.006,124.275
"Comoros, Union of the","All Items, Consumer price index (CPI), Period average",166.618,169.455,175.726,177.132,177.106,199.144,216.036,226.94,234.429,238.794
Central African Republic,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1188.964,1209.253,1233.192,1237.945,1202.388,1203.02,1217.804,1179.239,1174.362,1173.266
Central African Republic,"All Items, Consumer price index (CPI), Period average",200.55,203.783,209.391,211.235,220.232,232.52,239.449,242.98,254.081,262.421
"Congo, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",6699.616,6390.392,6311.827,5779.841,5707.174,5678.823,5633.357,5595.662,5587.708,5589.575
"Comoros, Union of the","All Items, Consumer price index (CPI), End-of-period (EoP)",170.677,171.778,182.52,173.808,186.098,224.471,220.008,233.107,237.07,244.656
Gabon,"All Items, Consumer price index (CPI), End-of-period (EoP)",129.112,137.185,138.586,140.738,143.095,150.798,154.198,155.568,158.602,162.662
"Gambia, The","All Items, Consumer price index (CPI), End-of-period (EoP)",464.169,493.925,531.835,561.965,604.714,687.795,806.784,888.888,931.555,978.133
"Equatorial Guinea, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",132.492,135.923,141.773,140.868,144.919,152.195,155.609,160.924,165.669,171.47
Gabon,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",20830.192,20734.26,21245.93,20585.088,20623.789,20989.418,21035.029,21275.764,21216.511,21305.534
Benin,"All Items, Consumer price index (CPI), End-of-period (EoP)",91.817,91.695,92.022,93.002,97.651,100.369,100.805,100.445,102.554,104.605
Benin,"All Items, Consumer price index (CPI), Period average",91.697,92.475,91.629,94.408,96.044,97.342,100,101.165,103.289,105.355
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",27423.129,24808.64,22651.998,20858.567,20370.66,20382.619,18770.064,18386.958,17575.942,17167.32
"Congo, Democratic Republic of the","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1455.264,1477.051,1494.301,1471.034,1449.232,1532.973,1610.652,1660.746,1693.377,1726.655
Ghana,"All Items, Consumer price index (CPI), End-of-period (EoP)",207.152,226.676,244.575,270.189,304.289,469.038,577.805,715.529,801.237,865.336
Guinea-Bissau,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2357.459,2393.478,2447.343,2430.581,2525.711,2584.435,2662.157,2731.766,2812.441,2893.952
"Eritrea, The State of","All Items, Consumer price index (CPI), Period average",289.028,247.405,250.622,,,,,,,
"Ethiopia, The Federal Democratic Republic of","All Items, Consumer price index (CPI), Period average",110.687,125.999,145.918,175.618,222.673,298.243,388.369,470.099,531.426,581.569
Gabon,"All Items, Consumer price index (CPI), Period average",128.734,134.884,137.611,139.954,141.462,147.475,152.834,154.613,156.725,160.588
"Eritrea, The State of","All Items, Consumer price index (CPI), End-of-period (EoP)",261.5,184.94,195.297,,,,,,,
"Gambia, The","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2679.985,2790.429,2877.372,2809.942,2871.409,2940.712,2998.76,3066.555,3156.068,3220.12
"Gambia, The","All Items, Consumer price index (CPI), Period average",452.106,481.587,515.856,546.453,586.728,654.28,765.286,853.78,917.715,962.683
"Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2557.457,2693.881,2874.128,2984.014,3102.504,3230.7,3409.15,3591.681,3790.494,3996.171
"Ethiopia, The Federal Democratic Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",116.504,128.831,153.972,181.948,245.794,328.887,423.354,495.124,543.66,588.007
Côte d'Ivoire,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",5657.408,5766.447,5982.965,5857.41,6096.749,6306.606,6526.787,6726.072,6957.598,7197.094
"Lesotho, Kingdom of","All Items, Consumer price index (CPI), Period average",76.238,79.857,83.794,88.332,94.03,101.698,108.315,113.938,119.11,124.886
"Lesotho, Kingdom of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2924.025,2845.267,2728.05,2551.898,2569.142,2592.268,2618.502,2643.739,2649.442,2647.354
Guinea,"All Items, Consumer price index (CPI), End-of-period (EoP)",86.487,95.086,103.76,114.737,129.118,140.239,148.7,153.31,158.369,163.437
Ghana,"All Items, Consumer price index (CPI), Period average",199.323,218.931,234.711,257.99,283.726,374.295,521.056,640.246,746.815,820.573
Guinea,"All Items, Consumer price index (CPI), Period average",83.176,91.349,100,110.602,124.534,137.609,145.085,151.921,156.631,161.33
Guinea-Bissau,"All Items, Consumer price index (CPI), End-of-period (EoP)",103,105.47,105.37,106.95,113.2,123.9,127.7,135,137.7,140.454
Ghana,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",5993.632,6234.513,6508.247,6412.686,6607.504,6729.275,6808.539,7061.935,7212.844,7424.47
Guinea-Bissau,"All Items, Consumer price index (CPI), Period average",104.023,104.42,104.718,106.251,109.729,118.417,126.9,131.6,134.232,136.917
Libya,"All Items, Consumer price index (CPI), End-of-period (EoP)",328.096,322.036,324.881,334.032,346.399,360.621,367.176,375.585,381.475,387.456
Libya,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",16118.437,17226.37,15146.445,10579.205,13442.505,12211.25,13318.361,13439.871,15377.699,15869.679
"Madagascar, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",113.945,121.856,126.7,132.488,140.647,155.868,167.482,181.884,196.98,211.339
Kenya,"All Items, Consumer price index (CPI), End-of-period (EoP)",348.515,368.417,394.785,416.962,440.832,480.789,512.695,528.014,551.356,580.347
Kenya,"All Items, Consumer price index (CPI), Period average",367.265,384.489,404.635,426.04,452.068,486.644,523.994,547.556,569.443,599.3
Kenya,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",5251.172,5429.366,5563.158,5411.851,5711.521,5883.465,6111.491,6289.828,6480.249,6680.309
Côte d'Ivoire,"All Items, Consumer price index (CPI), Period average",84.215,84.733,85.385,87.339,90.992,95.759,100.007,103.423,104.457,106.024
Côte d'Ivoire,"All Items, Consumer price index (CPI), End-of-period (EoP)",84.624,85.098,86.361,88.218,93.174,98.074,101.827,103.968,105.007,106.582
"Lesotho, Kingdom of","All Items, Consumer price index (CPI), End-of-period (EoP)",77.867,81.943,85.208,90.707,97.242,103.895,111.62,116.358,121.98,128.249
"Mauritania, Islamic Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",6568.189,6728.535,6788.616,6614.564,6517.749,6809.574,7115.685,7400.055,7525.576,7676.671
Mauritius,"All Items, Consumer price index (CPI), Period average",100,103.231,103.7,106.314,110.607,122.536,131.169,135.89,141.197,146.28
Mauritius,"All Items, Consumer price index (CPI), End-of-period (EoP)",100.629,102.4,103.3,106.1,113.278,127.09,131.989,135.801,141.238,146.199
"Madagascar, Republic of","All Items, Consumer price index (CPI), Period average",108.59,117.927,124.558,129.775,137.327,148.528,163.175,175.64,190.446,204.196
Malawi,"All Items, Consumer price index (CPI), End-of-period (EoP)",67.963,74.686,83.295,89.663,100,125.43,168.678,216.103,275.917,340.073
Malawi,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1518.052,1540.358,1578.809,1550.166,1575.454,1545.456,1530.622,1514.554,1507.443,1505.343
Malawi,"All Items, Consumer price index (CPI), Period average",70.471,76.965,84.183,91.455,100,120.839,155.639,205.696,263.617,327.138
"Madagascar, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1793.676,1797.84,1816.937,1636.953,1662.136,1684.39,1707.712,1731.305,1749.31,1775.574
Liberia,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1709.601,1688.81,1606.975,1494.962,1537.082,1576.854,1613.233,1642.177,1681.734,1736.056
Libya,"All Items, Consumer price index (CPI), Period average",292.115,330.587,323.439,328.119,337.531,352.755,361.126,368.804,375.514,381.403
Liberia,"All Items, Consumer price index (CPI), Period average",466.72,576.618,732.129,856.247,923.17,993.267,1093.532,1183.365,1299.621,1399.559
Liberia,"All Items, Consumer price index (CPI), End-of-period (EoP)",502.496,645.833,776.619,878.53,926.486,1011.587,1112.896,1231.864,1331.883,1429.381
Niger,"All Items, Consumer price index (CPI), End-of-period (EoP)",86.977,88.385,86.354,89.016,93.358,96.242,103.127,107.929,111.814,114.61
"Mauritania, Islamic Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",165.599,170.822,175.438,178.642,188.837,209.635,212.924,216.118,223.682,231.734
Mali,"All Items, Consumer price index (CPI), End-of-period (EoP)",143.571,144.692,139.888,140.896,153.361,165.266,164.426,172.549,178.071,181.632
Mali,"All Items, Consumer price index (CPI), Period average",145.189,147.965,143.482,144.172,149.663,164.231,167.612,172.935,178.988,182.568
Mali,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2375.347,2411.532,2451.122,2348.882,2347.628,2357.19,2394.672,2432.735,2478.496,2534.748
"Mauritania, Islamic Republic of","All Items, Consumer price index (CPI), Period average",166.012,171.081,175.026,179.195,185.572,203.3,213.361,218.68,224.147,232.104
Mauritius,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",24078.696,25022.947,25749.773,21994.388,22781.577,24814.849,26074.447,27402.49,28321.853,29343.191
Rwanda,"All Items, Consumer price index (CPI), End-of-period (EoP)",113.707,115,122.7,127.3,129.7,157.8,167.936,179.32,190.617,198.432
Nigeria,"All Items, Consumer price index (CPI), Period average",31.4,35.198,39.209,44.403,51.93,61.718,76.937,101.114,124.42,151.793
Rwanda,"All Items, Consumer price index (CPI), Period average",114.301,115.85,118.65,127.825,128.883,146.775,167.366,175.348,187.622,196.394
"Mozambique, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1506.201,1517.642,1508.636,1447.572,1440.46,1462.635,1500.58,1490.56,1485.91,1496.4
Niger,"All Items, Consumer price index (CPI), Period average",86.449,88.832,86.592,89.104,92.521,96.437,100.001,109.071,113.652,117.289
Niger,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1508.574,1553.834,1587.876,1583.388,1545.922,1666.124,1643.771,1747.632,1796.92,1849.354
"Mozambique, Republic of","All Items, Consumer price index (CPI), Period average",72.172,74.458,78.692,79.423,84.681,93.462,100,103.202,108.259,114.105
Morocco,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",8718.463,8891.855,9054.558,8319.275,8908.245,8981.426,9221.239,9481.906,9808.738,10130.089
Morocco,"All Items, Consumer price index (CPI), End-of-period (EoP)",101.2,101.4,102.5,102.2,105.5,114.3,118.2,119,120.405,122.77
Morocco,"All Items, Consumer price index (CPI), Period average",100,101.6,101.8,102.5,103.9,110.8,117.6,118.7,120.115,122.325
"Mozambique, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",72.84,75.42,78.35,81.8,87.8,97.34,101.51,105.72,111.006,117.111
Seychelles,"All Items, Consumer price index (CPI), End-of-period (EoP)",106.692,110.3,112.166,116.411,125.553,128.724,125.24,127.38,128.354,130.247
Senegal,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3892.408,4020.676,4092.089,4036.152,4185.161,4236.15,4300.203,4453.237,4592.301,4603.192
Seychelles,"All Items, Consumer price index (CPI), Period average",105.858,109.809,111.804,112.886,124.119,127.388,126.18,126.573,127.123,128.51
Sierra Leone,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2739.151,2766.717,2851.979,2751.967,2848.706,2934.03,3034.219,3101.943,3172.696,3260.122
Nigeria,"All Items, Consumer price index (CPI), End-of-period (EoP)",33.153,36.947,41.374,47.891,55.375,67.194,86.627,100,121.017,142.742
Rwanda,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2427.586,2573.331,2751.545,2598.123,2815.159,2977.993,3163.417,3355.683,3516.832,3699.055
Zimbabwe,"All Items, Consumer price index (CPI), Period average",59.242,65.526,232.807,1530.031,3037.819,8912.927,68394.363,571849.457,1081073.379,1278177.868
Zimbabwe,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",6710.217,6905.444,6340.763,5727.586,6086.798,6331.034,6510.379,6480.136,6726.16,6886.524
"São Tomé and Príncipe, Democratic Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",114.058,124.374,133.918,146.443,160.341,200.717,235.123,262.32,282.781,300.031
"São Tomé and Príncipe, Democratic Republic of","All Items, Consumer price index (CPI), Period average",110.104,118.772,127.937,140.5,151.934,179.291,217.272,248.595,272.668,291.618
"São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",5521.189,5674.723,5702.083,5742.961,5732.695,5632.138,5541.289,5491.816,5540.117,5688.289
Nigeria,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",8396.785,8362.623,8361.787,7664.211,7588.479,7752.262,7843.835,7994.242,8137.241,8307.398
Zimbabwe,"All Items, Consumer price index (CPI), End-of-period (EoP)",60.566,86.048,534.489,2397.639,3853.897,13248.152,116424.262,916066.909,1197301.433,1349389.685
Somalia,"All Items, Consumer price index (CPI), End-of-period (EoP)",107.692,111.16,114.636,120.179,126.99,134.679,143.573,151.575,157.183,162.606
Namibia,"All Items, Consumer price index (CPI), End-of-period (EoP)",128.427,135.04,138.535,141.806,148.179,158.41,166.8,172.466,179.192,185.643
Namibia,"All Items, Consumer price index (CPI), Period average",127.189,132.65,137.586,140.626,145.717,154.571,163.659,170.599,176.918,183.226
"South Sudan, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",4536.453,5961.274,7750.776,14548.902,14902.967,12961.137,21640.685,63949.111,81354.609,93616.136
Senegal,"All Items, Consumer price index (CPI), Period average",103.227,103.696,104.753,107.403,109.743,120.375,127.533,128.558,131.175,133.829
Senegal,"All Items, Consumer price index (CPI), End-of-period (EoP)",103.95,105.11,105.781,108.355,112.5,126.9,127.9,128.2,130.764,133.379
Sudan,"All Items, Consumer price index (CPI), End-of-period (EoP)",861.501,1489.841,2339.21,8639.497,36131.063,67680.345,144361.231,362505.264,540158.271,764785.993
Sierra Leone,"All Items, Consumer price index (CPI), Period average",55.283,64.145,73.642,83.544,93.464,118.895,175.626,225.554,246.827,272.742
Seychelles,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",32061.949,33276.706,34779.278,30442.647,30350.602,33906.582,34366.619,35067.469,36114.758,36941.505
Sierra Leone,"All Items, Consumer price index (CPI), End-of-period (EoP)",59,67.4,76.77,84.79,100,137.09,208.59,237.334,258.694,281.977
"Tanzania, United Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3075.275,3194.79,3316.085,3366.145,3426.876,3482.941,3556.313,3642.063,3748.772,3871.005
"Tanzania, United Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",330.453,341.194,354.329,365.505,380.709,399.179,411.262,424.07,437.638,455.612
Somalia,"All Items, Consumer price index (CPI), Period average",104.93,109.407,114.558,119.27,124.787,133.246,141.471,149.293,154.667,160.081
Sudan,"All Items, Consumer price index (CPI), Period average",783.159,1278.84,1930.972,5083.445,23337.696,55732.391,98784.874,282210.058,528330.691,816665.835
Sudan,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",4546.927,4315.633,4087.307,3839.129,3760.55,3573.622,2760.16,2061.703,2074.258,2213.443
Namibia,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",11568.052,11373.01,10967.318,9799.654,9851.91,10087.05,10259.052,10419.859,10584.335,10787.772
"South Sudan, Republic of","All Items, Consumer price index (CPI), Period average",3265.25,5988.349,8939.902,11084.051,14434.594,13971.202,19512.963,38989.652,76994.509,89192.236
"South Sudan, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1185.346,1124.995,1100.513,999.077,1022.662,942.305,943.037,676.887,817.896,972.508
Somalia,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1685.71,1662.761,1663.154,1573.323,1583.397,1582.274,1604.075,1624.36,1627.52,1635.436
Tunisia,"All Items, Consumer price index (CPI), Period average",109.131,117.106,124.977,132.02,139.554,151.148,165.24,176.818,187.259,198.675
Burkina Faso,"All Items, Consumer price index (CPI), End-of-period (EoP)",104.11,104.46,101.79,104.15,112.688,123.2,124.5,130.6,132.337,135.634
Burkina Faso,"All Items, Consumer price index (CPI), Period average",103.616,105.643,102.227,104.153,108.224,123.136,124.296,129.508,131.191,134.343
Togo,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2387.231,2440.624,2498.957,2487.895,2573.785,2658.425,2740.382,2816.84,2892.682,2979.037
"Eswatini, Kingdom of","All Items, Consumer price index (CPI), Period average",92.99,97.468,100,103.872,107.734,112.908,118.496,123.276,127.534,132.635
Togo,"All Items, Consumer price index (CPI), End-of-period (EoP)",81.091,82.704,82.432,85.385,90.58,97.593,101.023,102.22,107.933,112.102
"Eswatini, Kingdom of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",10346.268,10268.149,10780.236,10363.055,10607.812,10615.407,10867.171,11054.865,11415.026,11816.496
Togo,"All Items, Consumer price index (CPI), Period average",81.559,82.316,82.882,84.409,88.24,94.965,100,102.876,105.373,110.128
"Eswatini, Kingdom of","All Items, Consumer price index (CPI), End-of-period (EoP)",90.687,95.421,97.332,101.798,105.314,111.201,115.995,120.49,124.707,129.695
"Tanzania, United Republic of","All Items, Consumer price index (CPI), Period average",332.304,343.963,355.822,367.525,381.086,397.665,412.773,425.391,439.442,455.01
Solomon Islands,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2383.448,2392.758,2380.059,2254.054,2266.574,2276.31,2292.518,2306.741,2325.527,2347.396
Tunisia,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",13015.902,13209.692,13273.332,11960.222,12406.364,12621.985,12536.965,12638.15,12849.538,13021.547
Zambia,"All Items, Consumer price index (CPI), Period average",195.742,210.412,229.666,265.798,324.329,359.983,399.166,458.983,524.142,572.131
Zambia,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3642.414,3678.382,3619.369,3416.314,3526.507,3609.349,3701.027,3747.732,3862.238,4001.6
Burkina Faso,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2232.288,2316.394,2391.536,2380.932,2486.431,2469.2,2486.207,2547.019,2589.162,2651.568
Uganda,"All Items, Consumer price index (CPI), Period average",102.741,105.36,107.612,110.58,113.02,121.149,127.633,131.875,136.878,142.715
Tunisia,"All Items, Consumer price index (CPI), End-of-period (EoP)",112.554,120.988,128.342,134.607,143.499,157.976,170.795,181.31,191.032,203.542
Zambia,"All Items, Consumer price index (CPI), End-of-period (EoP)",201.18,216.99,242.42,289.04,336.31,369.6,418.03,488.04,542.372,585.108
Uganda,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2858.66,2928.504,3072.688,2934.266,3005.775,3094.167,3143.811,3241.173,3348.362,3480.394
Uganda,"All Items, Consumer price index (CPI), End-of-period (EoP)",103.84,106.25,108.77,111.442,114.652,126.383,129.672,133.912,139.012,145.73
Samoa,"All Items, Consumer price index (CPI), Period average",101.436,105.172,107.475,109.065,105.782,115.034,128.817,133.435,135.882,140.296
Samoa,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",6311.877,6171.054,6283.972,6195.545,5813.339,5872.636,6700.678,6938.042,7081.598,7267.503
Solomon Islands,"All Items, Consumer price index (CPI), Period average",100,103.6,105.9,109,109.2,115.1,120.957,126.074,130.416,135.224
Kiribati,"All Items, Consumer price index (CPI), Period average",85.688,86.171,84.609,86.769,88.551,93.285,101.914,104.45,112.591,116.532
Solomon Islands,"All Items, Consumer price index (CPI), End-of-period (EoP)",100.3,104.2,106.9,104.1,108.9,118.4,123.486,130.434,135.67,140.229
Kiribati,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2693.051,2741.927,2785.886,2700.833,2882.728,2965.876,2995.558,3105.649,3177.354,3228.806
"Fiji, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",12084.421,12470.3,13335.663,10981.719,10440.819,12219.585,13294.464,13683.465,14035.83,14384.556
"Fiji, Republic of","All Items, Consumer price index (CPI), Period average",116.408,121.159,123.307,120.107,120.294,125.491,128.433,134.227,134.361,135.839
"Fiji, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",116.917,122.586,121.516,118.093,121.623,125.367,131.785,133.497,134.164,136.982
Kiribati,"All Items, Consumer price index (CPI), End-of-period (EoP)",86.854,85.869,85.091,87.447,89.663,104.195,101.997,104.971,111.817,115.172
"Marshall Islands, Republic of the","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",4460.568,4874.321,5532.007,5404.119,5665.228,5738.954,5646.841,6122.365,6607.48,7089.085
"Micronesia, Federated States of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3661.418,3738.886,3912.938,3882.929,4053.29,3985.284,4009.31,4042.992,4082.953,4139.288
Tuvalu,"All Items, Consumer price index (CPI), Period average",156.089,159.46,165.029,167.62,178.828,200.617,215.004,217.509,221.773,226.809
"Micronesia, Federated States of","All Items, Consumer price index (CPI), Period average",127.662,128.99,131.84,133.111,135.47,142.271,151.105,159.323,165.818,171.402
Vanuatu,"All Items, Consumer price index (CPI), End-of-period (EoP)",152.7,155.6,161,171.6,172.8,192.2,205.6,204.161,208.725,213.437
Samoa,"All Items, Consumer price index (CPI), End-of-period (EoP)",102.633,108.567,108.473,104.913,109.193,121,133.9,135.009,136.95,141.149
Papua New Guinea,"All Items, Consumer price index (CPI), End-of-period (EoP)",135.063,141.546,145.417,152.893,161.599,167.113,173.565,174.731,182.572,190.422
Vanuatu,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3005.633,3023.274,3051.002,2802.632,2667.663,2712.997,2677.99,2613.606,2569.087,2554.023
Vanuatu,"All Items, Consumer price index (CPI), Period average",151.2,154.8,159,167.5,171.425,182.875,203.325,205.765,209.336,214.039
"Nauru, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",102.999,106.451,111.162,110.111,113.758,116.448,119.947,134.661,140.116,145.226
Papua New Guinea,"All Items, Consumer price index (CPI), Period average",132.7,138.554,143.946,150.959,157.727,166.013,169.829,170.825,179.011,187.245
Papua New Guinea,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3555.369,3377.616,3361.906,3101.325,2939.427,3043.276,3094.393,3145.04,3226.361,3270.601
"Nauru, Republic of","All Items, Consumer price index (CPI), Period average",103.951,105.063,109.364,110.382,112.598,113.887,119.334,130.401,138.389,144.561
"Nauru, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",8905.401,8679.562,9326.782,9465.874,10090.84,10307.683,10309.665,10410.957,10520.974,10611.818
"Armenia, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",101.371,103.126,104.087,108.103,116.669,126.412,125.588,127.699,131.727,135.683
"Armenia, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",14275.698,15054.536,16208.87,15052.938,15884.438,17791.656,18961.826,19542.518,20543.657,21619.809
"Azerbaijan, Republic of","All Items, Consumer price index (CPI), Period average",244.96,250.5,257,264.1,281.7,320.74,348.906,356.634,376.962,393.926
"Marshall Islands, Republic of the","All Items, Consumer price index (CPI), End-of-period (EoP)",147.575,148.572,146.108,148.359,150.959,159.528,169.312,178.91,187.354,200.384
"Micronesia, Federated States of","All Items, Consumer price index (CPI), End-of-period (EoP)",127.899,131.06,132.806,132.402,139.544,148.657,155.553,160.2,166.731,172.345
Tuvalu,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",4563.153,4610.483,5383.085,5242.078,5208.369,4458.829,4867.092,5142.221,5281.227,5402.25
Tuvalu,"All Items, Consumer price index (CPI), End-of-period (EoP)",157.777,161.449,167.427,167.595,184.003,209.117,218.446,228.191,232.664,237.948
